15.133053 -3.182483 -19.760990 -83.357015 
60.439425 -2.965119 -20.775610 -123.439895 
-63.208163 -7.662114 -45.968035 -94.027261 
-56.135778 -5.597190 -18.237428 -57.862273 
35.434072 -9.659135 -63.680301 -111.554793 
59.614912 9.332372 -8.364841 -143.933557 
-67.326841 0.612254 14.166428 13.821109 
50.689351 -4.772643 -9.657351 -98.953740 
28.824736 -0.255946 -48.444567 -57.211389 
137.823981 -6.011427 -19.755523 -127.692651 
60.597890 -10.617184 1.274552 -92.628492 
-21.494328 1.351562 -10.731647 -65.916267 
214.379574 -8.611974 -0.703976 -20.825912 
-20.637837 -12.764076 -32.018167 -30.395310 
224.379806 -3.529670 3.831566 -25.861839 
174.871305 -6.553682 -18.280509 -68.274143 
-68.156263 -7.009853 -22.747424 -119.864805 
7.142681 -10.025529 2.252041 -36.268128 
137.709925 -7.669636 -26.718275 -68.619660 
41.437959 -12.909590 -39.364996 -12.500819 
82.684073 -1.263608 -1.640683 -93.830176 
27.801135 -2.321483 8.648046 -103.311325 
7.908985 -11.675752 -31.331643 -57.885405 
93.353434 -8.553450 3.465773 -79.473806 
90.271552 -11.229153 -6.540014 -73.115045 
69.294118 0.897897 -17.998256 -57.683794 
157.603995 -11.646925 -46.452299 -30.450169 
35.769670 -0.200590 -31.128210 -17.538342 
64.234158 1.273403 -32.505744 40.242199 
-20.285368 -2.288219 14.247999 -102.055087 
162.266592 2.586267 -23.051294 -109.129639 
62.066601 -5.348088 -41.164998 -20.836562 
11.385527 -2.212103 -20.650129 27.733297 
52.728102 0.178594 -30.427862 -146.378013 
91.220508 -14.809729 -26.471639 -145.014076 
212.582421 -8.513918 -85.131411 -66.394453 
58.720489 4.298697 -26.827771 -83.408620 
117.361034 -5.932778 -23.554854 -97.194440 
158.058481 3.161126 0.197573 -23.019599 
98.627596 6.068892 -11.818099 -106.322089 
52.773487 -10.270815 8.284582 51.769301 
50.076119 -4.982804 -16.489076 -32.877647 
54.694371 -4.889417 -13.171758 -38.442345 
269.885103 -12.694556 -14.187726 -3.765096 
-61.007830 0.991011 -20.477645 -69.316939 
-51.556101 -7.317317 -49.966841 -34.664438 
102.623379 -2.463227 -23.710972 -106.215018 
165.554659 -5.376468 -6.158162 -86.465820 
10.574359 -7.760798 -25.892031 -179.224929 
90.414165 -6.364783 -18.655834 -72.727759 
49.405600 -6.018550 -13.788885 -52.319301 
-17.502038 -4.922476 -2.094062 -133.316817 
82.214978 -3.871586 -24.714686 -3.568939 
59.432231 -0.230548 -33.601844 -11.490501 
63.024334 2.407081 -63.226925 -134.630936 
-25.546681 -12.036791 3.518204 -60.336835 
-64.676433 -7.278881 -9.632136 -23.487413 
-26.856861 -8.367541 -33.063334 -44.862726 
113.767114 -11.033886 7.271992 -48.689328 
-39.137885 -9.231454 -23.474225 -19.952769 
-16.055576 -4.526433 -35.224160 6.847056 
75.414343 -1.244055 -1.429321 -37.622891 
16.839040 -11.261717 -39.409219 -83.802286 
93.567647 1.668482 -42.362340 -85.679303 
21.913378 -1.510076 -19.267647 -12.971303 
37.866303 -6.861470 -26.053034 -3.897317 
121.757865 -2.062507 4.426345 -107.115512 
104.129709 -2.589099 -58.798802 30.058034 
-15.578236 -7.899848 -30.432221 -6.295137 
37.236469 -1.540072 -11.235062 19.215930 
63.312183 -4.980042 -32.539122 -23.166527 
-76.310028 -1.449709 -18.655896 -57.086858 
32.727561 -8.475116 -45.166946 -144.483271 
65.768279 -11.839040 -17.596440 -58.597809 
61.764644 -2.389508 -41.227996 -60.105895 
146.591425 -9.380226 -17.356046 -65.485330 
-28.586594 -7.719389 -32.130149 44.202636 
9.586066 -4.871225 -6.948111 -100.393578 
27.342814 0.725356 -43.593527 -134.731504 
88.402137 -1.942341 -50.112547 -47.606685 
42.820871 -7.932545 -16.863285 41.428708 
114.027981 -0.927573 -56.808079 26.464765 
152.334580 -8.111648 -32.885098 -65.204845 
68.582814 -7.715159 -40.064183 0.964971 
-5.457660 -10.732329 -26.392817 -0.271868 
180.892987 -0.722019 -56.756657 -134.268666 
24.593602 1.907710 6.227598 -9.729560 
139.632413 -7.608385 -27.516677 1.648980 
55.066509 -9.555955 -8.509314 0.053014 
23.659227 -6.770795 -17.490166 5.372052 
-22.507691 -2.582742 -37.025248 -31.196045 
-7.876456 2.454858 -37.789242 -80.392102 
43.099325 -4.257081 -17.372625 -32.459543 
149.986625 -4.773390 -22.333096 -84.537849 
138.229822 0.163891 -27.434089 -76.426109 
-124.764851 -1.141804 -26.078752 -57.966909 
-80.549529 -3.559464 -13.821058 -35.026471 
-69.425215 2.208448 -46.324023 -114.588770 
83.035627 -2.603863 32.491283 -9.886755 
68.072151 -11.133824 -45.067512 -34.851595 
-80.818706 -10.506787 -50.690512 -59.767739 
0.582185 -1.113868 4.516473 -99.639263 
94.079183 0.331046 -49.543464 -58.010991 
-10.451145 -7.783346 -4.507493 -124.764636 
190.635953 1.707779 -20.183236 -32.567724 
63.903855 0.971519 -28.912595 -20.168580 
127.648360 -9.967615 -10.519360 -117.031083 
116.701048 -3.967023 -17.726409 -131.071951 
87.386900 -9.148585 -18.051297 25.449313 
-52.667231 -10.841428 -48.976007 -143.536860 
39.976607 -8.439729 -61.462657 2.156369 
-54.244897 -1.941075 -57.236179 6.303557 
97.423090 -0.365260 1.998838 -45.039676 
-26.998236 -0.309471 -28.043319 -126.769044 
-22.525855 -11.624985 -1.162813 -76.369019 
73.889113 -9.038376 -33.047469 -10.760719 
120.076301 -4.823655 -9.394517 -96.609244 
4.097648 -8.829184 -48.255407 -16.523485 
29.223131 -11.990399 -32.279119 -79.865282 
192.264741 -3.011478 -48.064716 -157.939257 
-50.630828 -11.217784 -44.214577 -67.447760 
326.195852 -4.339211 -27.797441 26.824484 
93.127682 -8.586259 -50.092263 27.610264 
98.883911 -8.098731 -33.925395 -7.457014 
64.451556 -2.724178 -73.085189 -52.091652 
29.312726 -7.734460 -20.942061 -29.075810 
22.120769 -11.561224 -37.669011 -57.777063 
103.166663 -6.600791 13.204245 -87.983896 
124.773774 -7.216176 -53.069195 -69.247430 
58.157543 -6.686522 -38.288299 -67.938979 
118.689481 -5.135272 -29.109490 -33.753788 
17.068524 -6.377000 -23.611750 -97.341010 
64.894862 -8.425113 -57.392803 -99.849060 
95.900473 0.322344 -13.809474 -75.358844 
29.980078 -7.237955 -50.369742 -93.050099 
3.529795 -9.025255 -8.418238 -5.340232 
126.728298 -3.925147 -45.939594 -54.796885 
4.805668 -5.285746 -77.136232 -43.314751 
132.983062 -3.259960 -36.995502 -28.757398 
-17.952694 -3.594561 -67.059828 1.129428 
-54.508430 -0.377286 -39.382726 -189.329592 
80.460345 -9.863835 -49.542261 -32.933188 
141.167372 -5.184702 28.165346 3.557279 
-7.950198 -7.707226 -16.823010 35.113973 
113.903042 -7.221070 -43.961722 -40.984111 
106.887873 -10.179718 -17.611910 -54.913119 
53.691046 -7.293092 -61.062840 -66.953184 
-79.385774 -3.775211 -32.841477 -46.615154 
86.406231 -5.506173 -69.427485 -26.015165 
55.450843 -8.503807 -25.532821 -27.657812 
103.900724 -5.838738 -55.364042 -7.250448 
-25.992573 -6.804116 -16.180595 -4.595053 
-8.136106 -0.321330 -5.053489 -73.080394 
-53.797295 -10.475774 -14.631705 -32.893933 
83.150878 1.659582 -44.500024 -75.685610 
-4.520672 -7.515159 -80.204649 -94.415229 
53.719927 0.348596 -64.161029 67.071677 
254.070568 -12.073346 -21.732544 -99.995476 
83.516465 -5.995856 -69.346456 -19.933117 
75.199902 -10.751369 -1.887919 -60.124676 
11.466115 4.301007 -33.337825 -31.329675 
49.487490 -7.301839 -29.385596 10.305849 
67.855402 -3.848984 -34.601872 -68.772897 
104.238428 -6.855588 -34.266075 40.104705 
91.305429 4.047417 -14.185137 -6.719750 
71.432792 5.063159 -16.774823 -48.563138 
154.528392 1.543033 -43.494418 -99.944224 
75.440053 -3.753774 -2.703279 -28.824992 
-52.373236 -4.846927 -33.625183 12.018440 
157.353316 -9.392520 -15.294083 -0.325723 
-126.879852 0.382953 -24.659039 -82.079609 
157.727853 -5.091613 -88.846484 -69.032386 
-20.712980 -12.616565 -34.898172 -12.677085 
28.047797 -6.929200 9.842329 -27.276787 
67.977645 -8.441872 -33.781561 -88.524184 
37.032479 -2.929110 -30.592907 -13.989023 
68.223138 -1.983547 -0.795855 -33.106269 
138.275786 3.931605 2.530721 13.388709 
122.077860 -3.165189 -13.606959 -58.122459 
210.549719 -10.435020 -26.346576 11.465245 
87.789365 -0.495697 -50.619574 -42.330994 
92.818469 -6.430437 -49.618633 -77.982087 
59.233265 -1.075984 -52.246885 -110.714131 
133.031093 -4.418771 -30.416888 -34.594553 
-82.030538 -6.259976 -36.880747 13.281461 
9.664952 -8.472674 -28.802090 13.318882 
18.681023 -1.360328 -22.463445 -137.583857 
-0.035597 -12.522713 15.403146 -168.705603 
15.829755 -6.671812 -43.566009 -115.538929 
99.042279 -9.621073 -26.628024 33.166494 
-120.788829 -6.031709 -34.239297 -65.564796 
86.565665 -10.069925 -25.602009 -64.425538 
-19.814140 0.630212 36.803650 -31.326561 
-193.013431 -3.699779 -35.157034 -125.678301 
2.822291 -5.146532 2.177974 -20.887766 
-85.754304 -4.066884 -15.386666 -44.623824 
55.386619 6.111882 -40.795120 -76.551384 
208.771570 -7.607027 -18.292937 -26.957901 
54.179996 -11.086440 -7.280609 -48.444751 
43.334500 -10.211396 -7.994027 -67.988698 
88.011137 -15.513742 -18.334411 -40.123590 
58.081529 3.017341 -11.569118 -31.734215 
40.246645 -1.234397 18.268200 -85.708384 
95.529495 -2.889995 -22.248627 -58.067245 
11.117016 -11.855295 -53.685519 -24.915311 
19.016779 -0.881297 -7.713159 -13.193899 
-71.039717 2.770980 -51.743842 -134.140013 
164.290885 -12.093784 -18.672417 0.422313 
-16.225598 -5.810196 10.737469 -76.638175 
89.212239 -2.479858 -88.586252 -61.969709 
74.304110 1.578513 -8.160874 3.187946 
-55.240371 -1.898692 -72.544239 -180.509621 
-98.251557 -2.590982 -14.492132 -159.233935 
29.228617 -8.182243 -17.717585 -66.067816 
218.822589 -1.562113 -12.494072 0.758936 
72.416871 -3.771178 -53.307117 -89.097673 
28.187238 -9.508228 -48.131510 -19.241294 
8.578534 -6.466065 -23.214160 -30.107065 
13.696337 -2.555328 3.381497 -10.111322 
12.791190 -2.876590 -7.525999 -65.337310 
70.997775 -7.491832 -38.538547 -80.792380 
-11.124820 -9.057521 -50.809728 -77.878532 
115.747810 -4.178803 -40.149779 -71.928674 
142.100620 2.807923 -17.264044 -138.946214 
45.978274 -7.896825 -47.989079 -129.683244 
140.071990 -0.307276 -15.263459 -35.430165 
38.425926 1.010516 -35.540031 37.233762 
114.892299 -6.496345 -68.338920 -53.768181 
98.890482 -6.377768 -38.659099 44.916720 
0.383436 -9.237890 -23.600967 -24.136901 
4.199059 -8.225418 -19.164432 -77.929672 
102.922345 -4.362456 -43.973515 -84.564977 
